,Year,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
2566,2010,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,White,2106-3,Male,M,17.0,3595144.0,Unreliable
2567,2010,Asthma (J45-J46),GR113-085,Orange,6059.0,White,2106-3,Female,F,15.0,1163832.0,Unreliable
2568,2010,Asthma (J45-J46),GR113-085,Sacramento,6067.0,White,2106-3,Female,F,11.0,492672.0,Unreliable
2569,2010,Asthma (J45-J46),GR113-085,San Bernardino,6071.0,White,2106-3,Female,F,11.0,807942.0,Unreliable
2570,2010,Asthma (J45-J46),GR113-085,San Bernardino,6071.0,White,2106-3,Male,M,10.0,808392.0,Unreliable
2571,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,18.0,228929.0,Unreliable
2572,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,19.0,211159.0,Unreliable
2573,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Female,F,27.0,113551.0,23.8
2574,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Male,M,24.0,100934.0,23.8
2575,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Female,F,142.0,416083.0,34.1
2576,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Male,M,112.0,417290.0,26.8
2583,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,Black or African American,2054-5,Female,F,13.0,59975.0,Unreliable
2584,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,Black or African American,2054-5,Male,M,10.0,52370.0,Unreliable
2585,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Female,F,181.0,377905.0,47.9
2586,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Male,M,124.0,369049.0,33.6
2589,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Female,F,130.0,368224.0,35.3
2590,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Male,M,105.0,368207.0,28.5
2591,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Female,F,40.0,58874.0,67.9
2592,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Male,M,32.0,59382.0,53.9
2593,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Female,F,11.0,78049.0,Unreliable
2594,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Male,M,21.0,79682.0,26.4
2595,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Female,F,195.0,344297.0,56.6
2596,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Male,M,146.0,366371.0,39.9
2601,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,89.0,789365.0,11.3
2602,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,137.0,701348.0,19.5
2603,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Female,F,125.0,513727.0,24.3
2604,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Male,M,153.0,457003.0,33.5
2605,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Female,F,1094.0,3592325.0,30.5
2606,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Male,M,891.0,3595144.0,24.8
2621,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,15.0,305152.0,Unreliable
2622,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,36.0,279153.0,12.9
2623,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Female,F,460.0,1163832.0,39.5
2624,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Male,M,291.0,1154476.0,25.2
2628,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,Black or African American,2054-5,Female,F,22.0,83911.0,26.2
2629,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,Black or African American,2054-5,Male,M,11.0,84014.0,Unreliable
2630,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Female,F,420.0,907888.0,46.3
2631,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Male,M,387.0,905329.0,42.7
2632,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,16.0,126633.0,Unreliable
2633,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,27.0,117670.0,22.9
2634,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Black or African American,2054-5,Female,F,19.0,90263.0,Unreliable
2635,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Black or African American,2054-5,Male,M,18.0,86672.0,Unreliable
2636,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Female,F,256.0,492672.0,52
2637,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Male,M,222.0,476412.0,46.6
2638,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Asian or Pacific Islander,A-PI,Male,M,10.0,75200.0,Unreliable
2639,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Female,F,15.0,109387.0,Unreliable
2640,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Male,M,18.0,103353.0,Unreliable
2641,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Female,F,374.0,807942.0,46.3
2642,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Male,M,340.0,808392.0,42.1
2643,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,15.0,209811.0,Unreliable
2644,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,23.0,188060.0,12.2
2645,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Black or African American,2054-5,Female,F,11.0,92171.0,Unreliable
2646,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Black or African American,2054-5,Male,M,14.0,102424.0,Unreliable
2647,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Female,F,502.0,1215400.0,41.3
2648,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Male,M,400.0,1237941.0,32.3
2649,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,13.0,152499.0,Unreliable
2650,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,43.0,132775.0,32.4
2651,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Black or African American,2054-5,Male,M,10.0,28986.0,Unreliable
2652,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Female,F,44.0,212970.0,20.7
2653,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Male,M,63.0,241853.0,26
2663,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Female,F,64.0,186698.0,34.3
2664,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Male,M,55.0,187873.0,29.3
2665,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,18.0,312423.0,Unreliable
2666,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,20.0,298889.0,6.7
2667,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Female,F,178.0,532299.0,33.4
2668,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Male,M,133.0,549707.0,24.2
2669,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Female,F,33.0,118660.0,27.8
2670,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Male,M,28.0,118474.0,23.6
2675,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Female,F,68.0,129084.0,52.7
2676,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Male,M,63.0,131796.0,47.8
2689,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Female,F,137.0,359932.0,38.1
2690,2010,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Male,M,93.0,357841.0,26
2695,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,12.0,211159.0,Unreliable
2696,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Female,F,39.0,416083.0,9.4
2697,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Male,M,42.0,417290.0,10.1
2699,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Female,F,36.0,377905.0,9.5
2700,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Male,M,43.0,369049.0,11.7
2701,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Female,F,17.0,368224.0,Unreliable
2702,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Male,M,17.0,368207.0,Unreliable
2703,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Humboldt,6023.0,White,2106-3,Female,F,10.0,58874.0,Unreliable
2704,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Los Angeles,6037.0,White,2106-3,Female,F,13.0,3592325.0,Unreliable
2711,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Female,F,46.0,492672.0,9.3
2712,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Male,M,48.0,476412.0,10.1
2713,2010,Pneumonitis due to solids and liquids (J69),GR113-088,San Bernardino,6071.0,White,2106-3,Female,F,11.0,807942.0,Unreliable
2714,2010,Pneumonitis due to solids and liquids (J69),GR113-088,San Bernardino,6071.0,White,2106-3,Male,M,20.0,808392.0,2.5
2715,2010,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Female,F,44.0,1215400.0,3.6
2716,2010,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Male,M,51.0,1237941.0,4.1
2720,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Santa Barbara,6083.0,White,2106-3,Male,M,10.0,187873.0,Unreliable
2721,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Santa Clara,6085.0,White,2106-3,Male,M,11.0,549707.0,Unreliable
2728,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Ventura,6111.0,White,2106-3,Female,F,21.0,359932.0,5.8
2729,2010,Pneumonitis due to solids and liquids (J69),GR113-088,Ventura,6111.0,White,2106-3,Male,M,20.0,357841.0,5.6
2730,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Female,F,30.0,416083.0,7.2
2731,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Male,M,29.0,417290.0,6.9
2733,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Female,F,28.0,377905.0,7.4
2734,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Male,M,34.0,369049.0,9.2
2735,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Female,F,42.0,368224.0,11.4
2736,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Male,M,34.0,368207.0,9.2
2737,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Imperial,6025.0,White,2106-3,Male,M,10.0,79682.0,Unreliable
2738,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Female,F,27.0,344297.0,7.8
2739,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Male,M,25.0,366371.0,6.8
2740,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,24.0,789365.0,3
2741,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,27.0,701348.0,3.8
2742,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Female,F,16.0,513727.0,Unreliable
2743,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Male,M,22.0,457003.0,4.8
2744,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Female,F,184.0,3592325.0,5.1
2745,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Male,M,200.0,3595144.0,5.6
2750,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,12.0,279153.0,Unreliable
2751,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Female,F,70.0,1163832.0,6
2752,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Male,M,76.0,1154476.0,6.6
2755,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Female,F,45.0,907888.0,5
2756,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Male,M,66.0,905329.0,7.3
2757,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Female,F,27.0,492672.0,5.5
2758,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Male,M,47.0,476412.0,9.9
2759,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Female,F,53.0,807942.0,6.6
2760,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Male,M,41.0,808392.0,5.1
2761,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Female,F,86.0,1215400.0,7.1
2762,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Male,M,83.0,1237941.0,6.7
2763,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,11.0,132775.0,Unreliable
2764,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Female,F,20.0,212970.0,9.4
2765,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Male,M,16.0,241853.0,Unreliable
2771,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Female,F,17.0,186698.0,Unreliable
2772,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Male,M,12.0,187873.0,Unreliable
2773,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Female,F,39.0,532299.0,7.3
2774,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Male,M,43.0,549707.0,7.8
2777,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Solano,6095.0,White,2106-3,Female,F,14.0,129084.0,Unreliable
2778,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Solano,6095.0,White,2106-3,Male,M,16.0,131796.0,Unreliable
2785,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Female,F,28.0,359932.0,7.8
2786,2010,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Male,M,27.0,357841.0,7.5
2787,2011,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,24.0,233822.0,10.3
2788,2011,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,25.0,215750.0,11.6
2789,2011,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Female,F,10.0,113327.0,Unreliable
2790,2011,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Male,M,11.0,101260.0,Unreliable
2791,2011,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Female,F,84.0,420590.0,20
2792,2011,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Male,M,73.0,422665.0,17.3
2795,2011,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,Black or African American,2054-5,Female,F,11.0,60422.0,Unreliable
2796,2011,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Female,F,54.0,382283.0,14.1
2797,2011,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Male,M,59.0,373978.0,15.8
2800,2011,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Female,F,86.0,372613.0,23.1
2801,2011,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Male,M,73.0,373481.0,19.5
2802,2011,Influenza and pneumonia (J09-J18),GR113-076,Imperial,6025.0,White,2106-3,Male,M,10.0,80894.0,Unreliable
2803,2011,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Female,F,52.0,348577.0,14.9
2804,2011,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Male,M,63.0,371764.0,16.9
2806,2011,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,147.0,798648.0,18.4
2807,2011,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,172.0,709057.0,24.3
2808,2011,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Female,F,150.0,512929.0,29.2
2809,2011,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Male,M,96.0,458798.0,20.9
2810,2011,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Female,F,805.0,3613512.0,22.3
2811,2011,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Male,M,693.0,3622657.0,19.1
2823,2011,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,41.0,313150.0,13.1
2824,2011,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,40.0,286359.0,14
2825,2011,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Female,F,248.0,1174655.0,21.1
2826,2011,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Male,M,202.0,1167232.0,17.3
2829,2011,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,Asian or Pacific Islander,A-PI,Female,F,10.0,87574.0,Unreliable
2830,2011,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,Asian or Pacific Islander,A-PI,Male,M,10.0,79109.0,Unreliable
2831,2011,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Female,F,117.0,925654.0,12.6
2832,2011,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Male,M,121.0,925177.0,13.1
2833,2011,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,22.0,129460.0,17
2834,2011,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,15.0,120249.0,Unreliable
2835,2011,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Black or African American,2054-5,Female,F,12.0,90660.0,Unreliable
2836,2011,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Female,F,120.0,497396.0,24.1
2837,2011,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Male,M,106.0,481825.0,22
2838,2011,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,Black or African American,2054-5,Male,M,13.0,104238.0,Unreliable
2839,2011,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Female,F,94.0,818242.0,11.5
2840,2011,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Male,M,78.0,819673.0,9.5
2841,2011,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,13.0,214820.0,Unreliable
2842,2011,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,18.0,192307.0,Unreliable
2843,2011,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,White,2106-3,Female,F,133.0,1229221.0,10.8
2844,2011,Influenza and pneumonia (J09-J18),GR113-076,San Diego,6073.0,White,2106-3,Male,M,137.0,1253841.0,10.9
2845,2011,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,29.0,154527.0,18.8
2846,2011,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,39.0,134953.0,28.9
2847,2011,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,White,2106-3,Female,F,33.0,213876.0,15.4
2848,2011,Influenza and pneumonia (J09-J18),GR113-076,San Francisco,6075.0,White,2106-3,Male,M,43.0,244165.0,17.6
2857,2011,Influenza and pneumonia (J09-J18),GR113-076,Santa Barbara,6083.0,White,2106-3,Female,F,33.0,187266.0,17.6
2858,2011,Influenza and pneumonia (J09-J18),GR113-076,Santa Barbara,6083.0,White,2106-3,Male,M,42.0,188308.0,22.3
2859,2011,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,21.0,319373.0,6.6
2860,2011,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,19.0,305950.0,Unreliable
2861,2011,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,White,2106-3,Female,F,93.0,537303.0,17.3
2862,2011,Influenza and pneumonia (J09-J18),GR113-076,Santa Clara,6085.0,White,2106-3,Male,M,92.0,556084.0,16.5
2863,2011,Influenza and pneumonia (J09-J18),GR113-076,Santa Cruz,6087.0,White,2106-3,Female,F,21.0,119246.0,17.6
2864,2011,Influenza and pneumonia (J09-J18),GR113-076,Santa Cruz,6087.0,White,2106-3,Male,M,21.0,118795.0,17.7
2867,2011,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Female,F,26.0,130127.0,20
2868,2011,Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Male,M,30.0,133533.0,22.5
2875,2011,Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Female,F,47.0,362495.0,13
2876,2011,Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Male,M,44.0,360726.0,12.2
2879,2011,Influenza (J09-J11),GR113-077,Los Angeles,6037.0,White,2106-3,Female,F,20.0,3613512.0,0.6
2880,2011,Influenza (J09-J11),GR113-077,Los Angeles,6037.0,White,2106-3,Male,M,14.0,3622657.0,Unreliable
2881,2011,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,24.0,233822.0,10.3
2882,2011,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,25.0,215750.0,11.6
2883,2011,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Female,F,10.0,113327.0,Unreliable
2884,2011,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Male,M,10.0,101260.0,Unreliable
