Notes,County,County Code,Gender,Gender Code,Year,Year Code,Race,Race Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
,"Los Angeles County, CA",6037,Female,F,2015,2015,Black or African American,2054-5,336,514737,65.3,56.6,0.001
,"Los Angeles County, CA",6037,Female,F,2015,2015,White,2106-3,2178,3674735,59.3,50.0,0.009
,"Los Angeles County, CA",6037,Female,F,2016,2016,American Indian or Alaska Native,1002-5,15,85390,17.6 (Unreliable),29.4 (Unreliable),0
,"Los Angeles County, CA",6037,Female,F,2016,2016,Asian or Pacific Islander,A-PI,355,866918,40.9,27.3,0.001
,"Los Angeles County, CA",6037,Female,F,2016,2016,Black or African American,2054-5,316,513846,61.5,51.9,0.001
,"Los Angeles County, CA",6037,Female,F,2016,2016,White,2106-3,2309,3677792,62.8,52.6,0.009
,"Los Angeles County, CA",6037,Male,M,2006,2006,Asian or Pacific Islander,A-PI,324,669290,48.4,65.6,0.001
,"Los Angeles County, CA",6037,Male,M,2006,2006,Black or African American,2054-5,318,462314,68.8,107.9,0.001
,"Los Angeles County, CA",6037,Male,M,2006,2006,White,2106-3,1998,3599903,55.5,83.2,0.008
,"Los Angeles County, CA",6037,Male,M,2007,2007,Asian or Pacific Islander,A-PI,356,677259,52.6,68.9,0.001
,"Los Angeles County, CA",6037,Male,M,2007,2007,Black or African American,2054-5,310,457415,67.8,103.0,0.001
,"Los Angeles County, CA",6037,Male,M,2007,2007,White,2106-3,1937,3574703,54.2,78.6,0.008
,"Los Angeles County, CA",6037,Male,M,2008,2008,Asian or Pacific Islander,A-PI,324,687448,47.1,59.5,0.001
,"Los Angeles County, CA",6037,Male,M,2008,2008,Black or African American,2054-5,309,455307,67.9,101.9,0.001
,"Los Angeles County, CA",6037,Male,M,2008,2008,White,2106-3,2030,3579835,56.7,80.0,0.008
,"Los Angeles County, CA",6037,Male,M,2009,2009,Asian or Pacific Islander,A-PI,347,695663,49.9,59.9,0.001
,"Los Angeles County, CA",6037,Male,M,2009,2009,Black or African American,2054-5,317,456284,69.5,100.1,0.001
,"Los Angeles County, CA",6037,Male,M,2009,2009,White,2106-3,2087,3591047,58.1,80.2,0.008
,"Los Angeles County, CA",6037,Male,M,2010,2010,American Indian or Alaska Native,1002-5,11,86159,12.8 (Unreliable),32.3 (Unreliable),0
,"Los Angeles County, CA",6037,Male,M,2010,2010,Asian or Pacific Islander,A-PI,339,701348,48.3,57.6,0.001
,"Los Angeles County, CA",6037,Male,M,2010,2010,Black or African American,2054-5,284,457003,62.1,85.1,0.001
,"Los Angeles County, CA",6037,Male,M,2010,2010,White,2106-3,1844,3595144,51.3,70.2,0.007
,"Los Angeles County, CA",6037,Male,M,2011,2011,American Indian or Alaska Native,1002-5,13,86424,15.0 (Unreliable),42.0 (Unreliable),0
,"Los Angeles County, CA",6037,Male,M,2011,2011,Asian or Pacific Islander,A-PI,384,711327,54.0,61.0,0.002
,"Los Angeles County, CA",6037,Male,M,2011,2011,Black or African American,2054-5,314,457479,68.6,93.4,0.001
,"Los Angeles County, CA",6037,Male,M,2011,2011,White,2106-3,1898,3616457,52.5,70.2,0.007
,"Los Angeles County, CA",6037,Male,M,2012,2012,American Indian or Alaska Native,1002-5,11,86667,12.7 (Unreliable),31.1 (Unreliable),0
,"Los Angeles County, CA",6037,Male,M,2012,2012,Asian or Pacific Islander,A-PI,398,722125,55.1,59.6,0.002
,"Los Angeles County, CA",6037,Male,M,2012,2012,Black or African American,2054-5,294,460040,63.9,83.9,0.001
,"Los Angeles County, CA",6037,Male,M,2012,2012,White,2106-3,1838,3634607,50.6,65.9,0.007
,"Los Angeles County, CA",6037,Male,M,2013,2013,American Indian or Alaska Native,1002-5,11,86669,12.7 (Unreliable),34.9 (Unreliable),0
,"Los Angeles County, CA",6037,Male,M,2013,2013,Asian or Pacific Islander,A-PI,393,734295,53.5,55.7,0.002
,"Los Angeles County, CA",6037,Male,M,2013,2013,Black or African American,2054-5,307,462412,66.4,85.4,0.001
,"Los Angeles County, CA",6037,Male,M,2013,2013,White,2106-3,2084,3650654,57.1,72.7,0.008
,"Los Angeles County, CA",6037,Male,M,2014,2014,Asian or Pacific Islander,A-PI,401,747031,53.7,53.8,0.002
,"Los Angeles County, CA",6037,Male,M,2014,2014,Black or African American,2054-5,293,463053,63.3,80.2,0.001
,"Los Angeles County, CA",6037,Male,M,2014,2014,White,2106-3,1991,3662898,54.4,67.8,0.008
,"Los Angeles County, CA",6037,Male,M,2015,2015,American Indian or Alaska Native,1002-5,12,87067,13.8 (Unreliable),26.5 (Unreliable),0
,"Los Angeles County, CA",6037,Male,M,2015,2015,Asian or Pacific Islander,A-PI,466,759200,61.4,58.5,0.002
,"Los Angeles County, CA",6037,Male,M,2015,2015,Black or African American,2054-5,323,463119,69.7,84.6,0.001
,"Los Angeles County, CA",6037,Male,M,2015,2015,White,2106-3,1953,3672511,53.2,64.7,0.008
,"Los Angeles County, CA",6037,Male,M,2016,2016,American Indian or Alaska Native,1002-5,12,87584,13.7 (Unreliable),27.9 (Unreliable),0
,"Los Angeles County, CA",6037,Male,M,2016,2016,Asian or Pacific Islander,A-PI,425,768707,55.3,50.6,0.002
,"Los Angeles County, CA",6037,Male,M,2016,2016,Black or African American,2054-5,348,462635,75.2,89.2,0.001
,"Los Angeles County, CA",6037,Male,M,2016,2016,White,2106-3,2025,3675043,55.1,65.8,0.008
,"Madera County, CA",6039,Female,F,2006,2006,White,2106-3,54,65047,83.0,86.8,0
,"Madera County, CA",6039,Female,F,2007,2007,White,2106-3,38,66008,57.6,60.0,0
,"Madera County, CA",6039,Female,F,2008,2008,White,2106-3,47,66915,70.2,72.9,0
,"Madera County, CA",6039,Female,F,2009,2009,White,2106-3,41,67017,61.2,60.8,0
,"Madera County, CA",6039,Female,F,2010,2010,White,2106-3,46,67558,68.1,69.2,0
,"Madera County, CA",6039,Female,F,2011,2011,White,2106-3,45,68040,66.1,65.3,0
,"Madera County, CA",6039,Female,F,2012,2012,White,2106-3,48,68022,70.6,68.7,0
,"Madera County, CA",6039,Female,F,2013,2013,White,2106-3,44,67895,64.8,59.8,0
,"Madera County, CA",6039,Female,F,2014,2014,White,2106-3,39,69172,56.4,51.1,0
,"Madera County, CA",6039,Female,F,2015,2015,White,2106-3,44,69242,63.5,60.6,0
,"Madera County, CA",6039,Female,F,2016,2016,White,2106-3,49,69234,70.8,64.7,0
,"Madera County, CA",6039,Male,M,2006,2006,White,2106-3,42,62364,67.3,87.8,0
,"Madera County, CA",6039,Male,M,2007,2007,White,2106-3,39,63123,61.8,72.4,0
,"Madera County, CA",6039,Male,M,2008,2008,White,2106-3,59,63985,92.2,110.6,0
,"Madera County, CA",6039,Male,M,2009,2009,White,2106-3,47,64055,73.4,87.7,0
,"Madera County, CA",6039,Male,M,2010,2010,White,2106-3,48,64590,74.3,88.3,0
,"Madera County, CA",6039,Male,M,2011,2011,White,2106-3,44,65170,67.5,77.8,0
,"Madera County, CA",6039,Male,M,2012,2012,White,2106-3,40,65524,61.0,63.7,0
,"Madera County, CA",6039,Male,M,2013,2013,White,2106-3,53,65469,81.0,88.1,0
,"Madera County, CA",6039,Male,M,2014,2014,White,2106-3,53,65743,80.6,83.1,0
,"Madera County, CA",6039,Male,M,2015,2015,White,2106-3,45,65782,68.4,71.0,0
,"Madera County, CA",6039,Male,M,2016,2016,White,2106-3,54,66051,81.8,85.4,0
,"Marin County, CA",6041,Female,F,2006,2006,White,2106-3,106,111225,95.3,56.8,0
,"Marin County, CA",6041,Female,F,2007,2007,White,2106-3,77,111806,68.9,38.1,0
,"Marin County, CA",6041,Female,F,2008,2008,White,2106-3,101,112415,89.8,52.1,0
,"Marin County, CA",6041,Female,F,2009,2009,White,2106-3,75,113238,66.2,35.2,0
,"Marin County, CA",6041,Female,F,2010,2010,White,2106-3,88,113771,77.3,41.2,0
,"Marin County, CA",6041,Female,F,2011,2011,White,2106-3,96,114933,83.5,46.6,0
,"Marin County, CA",6041,Female,F,2012,2012,White,2106-3,87,115622,75.2,40.8,0
,"Marin County, CA",6041,Female,F,2013,2013,White,2106-3,98,116816,83.9,42.7,0
,"Marin County, CA",6041,Female,F,2014,2014,White,2106-3,73,117563,62.1,29.6,0
,"Marin County, CA",6041,Female,F,2015,2015,White,2106-3,80,117582,68.0,33.8,0
,"Marin County, CA",6041,Female,F,2016,2016,White,2106-3,90,117019,76.9,38.2,0
,"Marin County, CA",6041,Male,M,2006,2006,White,2106-3,81,107017,75.7,69.6,0
,"Marin County, CA",6041,Male,M,2007,2007,White,2106-3,84,107461,78.2,69.0,0
,"Marin County, CA",6041,Male,M,2008,2008,White,2106-3,81,108106,74.9,63.1,0
,"Marin County, CA",6041,Male,M,2009,2009,White,2106-3,70,108941,64.3,55.7,0
,"Marin County, CA",6041,Male,M,2010,2010,White,2106-3,79,109287,72.3,60.6,0
,"Marin County, CA",6041,Male,M,2011,2011,White,2106-3,75,110352,68.0,54.2,0
,"Marin County, CA",6041,Male,M,2012,2012,White,2106-3,68,110231,61.7,47.7,0
,"Marin County, CA",6041,Male,M,2013,2013,White,2106-3,67,110948,60.4,47.5,0
,"Marin County, CA",6041,Male,M,2014,2014,White,2106-3,87,111813,77.8,55.9,0
,"Marin County, CA",6041,Male,M,2015,2015,White,2106-3,78,111943,69.7,49.6,0
,"Marin County, CA",6041,Male,M,2016,2016,White,2106-3,67,111624,60.0,42.8,0
,"Mariposa County, CA",6043,Female,F,2007,2007,White,2106-3,15,8442,177.7 (Unreliable),108.1 (Unreliable),0
,"Mariposa County, CA",6043,Female,F,2008,2008,White,2106-3,14,8501,164.7 (Unreliable),99.4 (Unreliable),0
,"Mariposa County, CA",6043,Female,F,2014,2014,White,2106-3,12,8014,149.7 (Unreliable),79.3 (Unreliable),0
,"Mariposa County, CA",6043,Male,M,2009,2009,White,2106-3,11,8594,128.0 (Unreliable),96.6 (Unreliable),0
,"Mariposa County, CA",6043,Male,M,2011,2011,White,2106-3,10,8554,116.9 (Unreliable),70.7 (Unreliable),0
,"Mariposa County, CA",6043,Male,M,2012,2012,White,2106-3,15,8380,179.0 (Unreliable),108.0 (Unreliable),0
,"Mariposa County, CA",6043,Male,M,2014,2014,White,2106-3,10,8237,121.4 (Unreliable),68.9 (Unreliable),0
,"Mariposa County, CA",6043,Male,M,2015,2015,White,2106-3,10,8123,123.1 (Unreliable),71.3 (Unreliable),0
,"Mendocino County, CA",6045,Female,F,2006,2006,White,2106-3,35,39439,88.7,59.6,0
,"Mendocino County, CA",6045,Female,F,2007,2007,White,2106-3,46,39171,117.4,79.0,0
,"Mendocino County, CA",6045,Female,F,2008,2008,White,2106-3,37,39252,94.3,63.2,0
,"Mendocino County, CA",6045,Female,F,2009,2009,White,2106-3,46,39182,117.4,70.7,0
,"Mendocino County, CA",6045,Female,F,2010,2010,White,2106-3,45,39089,115.1,77.1,0
,"Mendocino County, CA",6045,Female,F,2011,2011,White,2106-3,45,38912,115.6,71.7,0
,"Mendocino County, CA",6045,Female,F,2012,2012,White,2106-3,47,38861,120.9,82.5,0
,"Mendocino County, CA",6045,Female,F,2013,2013,White,2106-3,46,38779,118.6,67.5,0
,"Mendocino County, CA",6045,Female,F,2014,2014,White,2106-3,38,38835,97.8,59.1,0
,"Mendocino County, CA",6045,Female,F,2015,2015,White,2106-3,38,38795,98.0,54.2,0
,"Mendocino County, CA",6045,Female,F,2016,2016,White,2106-3,36,38891,92.6,49.6,0
,"Mendocino County, CA",6045,Male,M,2006,2006,White,2106-3,27,39513,68.3,62.6,0
,"Mendocino County, CA",6045,Male,M,2007,2007,White,2106-3,33,39250,84.1,81.0,0
,"Mendocino County, CA",6045,Male,M,2008,2008,White,2106-3,37,39316,94.1,85.9,0
,"Mendocino County, CA",6045,Male,M,2009,2009,White,2106-3,29,39344,73.7,65.8,0
,"Mendocino County, CA",6045,Male,M,2010,2010,White,2106-3,38,39304,96.7,88.1,0
,"Mendocino County, CA",6045,Male,M,2011,2011,White,2106-3,37,38942,95.0,84.2,0
,"Mendocino County, CA",6045,Male,M,2012,2012,White,2106-3,43,38835,110.7,89.6,0
,"Mendocino County, CA",6045,Male,M,2013,2013,White,2106-3,50,38604,129.5,109.7,0
,"Mendocino County, CA",6045,Male,M,2014,2014,White,2106-3,38,38616,98.4,75.7,0
,"Mendocino County, CA",6045,Male,M,2015,2015,White,2106-3,35,38570,90.7,70.6,0
,"Mendocino County, CA",6045,Male,M,2016,2016,White,2106-3,58,38557,150.4,120.5,0
,"Merced County, CA",6047,Female,F,2006,2006,White,2106-3,69,103494,66.7,77.9,0
,"Merced County, CA",6047,Female,F,2007,2007,White,2106-3,63,104406,60.3,68.4,0
,"Merced County, CA",6047,Female,F,2008,2008,White,2106-3,57,104919,54.3,59.5,0
,"Merced County, CA",6047,Female,F,2009,2009,White,2106-3,78,105197,74.1,81.9,0
,"Merced County, CA",6047,Female,F,2010,2010,White,2106-3,74,106405,69.5,74.6,0
,"Merced County, CA",6047,Female,F,2011,2011,White,2106-3,54,107901,50.0,53.0,0
,"Merced County, CA",6047,Female,F,2012,2012,White,2106-3,72,108564,66.3,71.2,0
,"Merced County, CA",6047,Female,F,2013,2013,White,2106-3,72,109169,66.0,68.4,0
,"Merced County, CA",6047,Female,F,2014,2014,White,2106-3,56,110083,50.9,52.6,0
,"Merced County, CA",6047,Female,F,2015,2015,White,2106-3,72,110867,64.9,66.5,0
,"Merced County, CA",6047,Female,F,2016,2016,White,2106-3,67,111803,59.9,61.2,0
,"Merced County, CA",6047,Male,M,2006,2006,White,2106-3,58,104755,55.4,91.7,0
,"Merced County, CA",6047,Male,M,2007,2007,White,2106-3,62,105786,58.6,97.1,0
,"Merced County, CA",6047,Male,M,2008,2008,White,2106-3,63,106343,59.2,89.8,0
,"Merced County, CA",6047,Male,M,2009,2009,White,2106-3,65,106505,61.0,97.2,0
,"Merced County, CA",6047,Male,M,2010,2010,White,2106-3,54,107500,50.2,77.6,0
,"Merced County, CA",6047,Male,M,2011,2011,White,2106-3,67,109159,61.4,88.4,0
,"Merced County, CA",6047,Male,M,2012,2012,White,2106-3,66,110056,60.0,89.3,0
,"Merced County, CA",6047,Male,M,2013,2013,White,2106-3,69,110838,62.3,88.8,0
,"Merced County, CA",6047,Male,M,2014,2014,White,2106-3,77,111814,68.9,93.8,0
,"Merced County, CA",6047,Male,M,2015,2015,White,2106-3,72,112487,64.0,89.0,0
,"Merced County, CA",6047,Male,M,2016,2016,White,2106-3,84,113153,74.2,97.6,0
,"Modoc County, CA",6049,Female,F,2006,2006,White,2106-3,11,4387,250.7 (Unreliable),182.7 (Unreliable),0
,"Modoc County, CA",6049,Female,F,2014,2014,White,2106-3,11,4032,272.8 (Unreliable),133.5 (Unreliable),0
,"Modoc County, CA",6049,Female,F,2016,2016,White,2106-3,11,3924,280.3 (Unreliable),171.0 (Unreliable),0
,"Modoc County, CA",6049,Male,M,2012,2012,White,2106-3,13,4268,304.6 (Unreliable),194.4 (Unreliable),0
,"Modoc County, CA",6049,Male,M,2014,2014,White,2106-3,10,4136,241.8 (Unreliable),162.3 (Unreliable),0
,"Modoc County, CA",6049,Male,M,2016,2016,White,2106-3,11,4001,274.9 (Unreliable),129.8 (Unreliable),0
,"Monterey County, CA",6053,Female,F,2006,2006,White,2106-3,107,165842,64.5,59.4,0
,"Monterey County, CA",6053,Female,F,2007,2007,White,2106-3,110,165787,66.4,59.5,0
,"Monterey County, CA",6053,Female,F,2008,2008,White,2106-3,106,167378,63.3,56.7,0
,"Monterey County, CA",6053,Female,F,2009,2009,White,2106-3,102,168721,60.5,53.2,0
,"Monterey County, CA",6053,Female,F,2010,2010,White,2106-3,100,170301,58.7,50.5,0
,"Monterey County, CA",6053,Female,F,2011,2011,Asian or Pacific Islander,A-PI,11,18354,59.9 (Unreliable),43.6 (Unreliable),0
,"Monterey County, CA",6053,Female,F,2011,2011,White,2106-3,98,173081,56.6,51.9,0
,"Monterey County, CA",6053,Female,F,2012,2012,Asian or Pacific Islander,A-PI,11,18504,59.4 (Unreliable),43.8 (Unreliable),0
,"Monterey County, CA",6053,Female,F,2012,2012,White,2106-3,100,175233,57.1,50.6,0
,"Monterey County, CA",6053,Female,F,2013,2013,White,2106-3,122,176764,69.0,61.6,0
,"Monterey County, CA",6053,Female,F,2014,2014,Asian or Pacific Islander,A-PI,16,18641,85.8 (Unreliable),54.5 (Unreliable),0
,"Monterey County, CA",6053,Female,F,2014,2014,White,2106-3,111,178375,62.2,54.4,0
,"Monterey County, CA",6053,Female,F,2015,2015,Asian or Pacific Islander,A-PI,11,18812,58.5 (Unreliable),39.7 (Unreliable),0
,"Monterey County, CA",6053,Female,F,2015,2015,White,2106-3,108,179622,60.1,49.5,0
,"Monterey County, CA",6053,Female,F,2016,2016,White,2106-3,120,180653,66.4,54.9,0
,"Monterey County, CA",6053,Male,M,2006,2006,White,2106-3,97,176480,55.0,77.8,0
,"Monterey County, CA",6053,Male,M,2007,2007,White,2106-3,97,176063,55.1,76.3,0
,"Monterey County, CA",6053,Male,M,2008,2008,White,2106-3,80,176977,45.2,62.5,0
,"Monterey County, CA",6053,Male,M,2009,2009,White,2106-3,85,178339,47.7,64.6,0
,"Monterey County, CA",6053,Male,M,2010,2010,White,2106-3,98,179919,54.5,73.9,0
,"Monterey County, CA",6053,Male,M,2011,2011,White,2106-3,73,182670,40.0,51.8,0
,"Monterey County, CA",6053,Male,M,2012,2012,Asian or Pacific Islander,A-PI,12,16367,73.3 (Unreliable),78.9 (Unreliable),0
,"Monterey County, CA",6053,Male,M,2012,2012,White,2106-3,85,184680,46.0,59.3,0
,"Monterey County, CA",6053,Male,M,2013,2013,White,2106-3,83,185355,44.8,56.7,0
,"Monterey County, CA",6053,Male,M,2014,2014,White,2106-3,80,185606,43.1,51.5,0
,"Monterey County, CA",6053,Male,M,2015,2015,White,2106-3,113,186189,60.7,72.2,0
,"Monterey County, CA",6053,Male,M,2016,2016,White,2106-3,126,187338,67.3,75.8,0
,"Napa County, CA",6055,Female,F,2006,2006,White,2106-3,59,58652,100.6,62.8,0
,"Napa County, CA",6055,Female,F,2007,2007,White,2106-3,64,58882,108.7,68.8,0
,"Napa County, CA",6055,Female,F,2008,2008,White,2106-3,66,59220,111.4,66.2,0
,"Napa County, CA",6055,Female,F,2009,2009,White,2106-3,68,59489,114.3,70.7,0
,"Napa County, CA",6055,Female,F,2010,2010,White,2106-3,55,59872,91.9,53.6,0
,"Napa County, CA",6055,Female,F,2011,2011,White,2106-3,69,60276,114.5,69.9,0
,"Napa County, CA",6055,Female,F,2012,2012,White,2106-3,50,60539,82.6,46.3,0
,"Napa County, CA",6055,Female,F,2013,2013,White,2106-3,59,60966,96.8,60.2,0
,"Napa County, CA",6055,Female,F,2014,2014,White,2106-3,51,61245,83.3,47.5,0
,"Napa County, CA",6055,Female,F,2015,2015,White,2106-3,53,61416,86.3,51.4,0
,"Napa County, CA",6055,Female,F,2016,2016,White,2106-3,53,61457,86.2,52.7,0
,"Napa County, CA",6055,Male,M,2006,2006,White,2106-3,97,58493,165.8,142.8,0
,"Napa County, CA",6055,Male,M,2007,2007,White,2106-3,58,58730,98.8,85.2,0
,"Napa County, CA",6055,Male,M,2008,2008,White,2106-3,65,59385,109.5,91.1,0
,"Napa County, CA",6055,Male,M,2009,2009,White,2106-3,72,59609,120.8,102.1,0
,"Napa County, CA",6055,Male,M,2010,2010,White,2106-3,48,59941,80.1,68.8,0
,"Napa County, CA",6055,Male,M,2011,2011,White,2106-3,57,60175,94.7,79.3,0
,"Napa County, CA",6055,Male,M,2012,2012,White,2106-3,59,60382,97.7,79.8,0
,"Napa County, CA",6055,Male,M,2013,2013,White,2106-3,60,60584,99.0,82.4,0
,"Napa County, CA",6055,Male,M,2014,2014,White,2106-3,55,60799,90.5,75.0,0
,"Napa County, CA",6055,Male,M,2015,2015,White,2106-3,57,60914,93.6,75.7,0
,"Napa County, CA",6055,Male,M,2016,2016,White,2106-3,55,60590,90.8,68.8,0
,"Nevada County, CA",6057,Female,F,2006,2006,White,2106-3,59,47625,123.9,71.6,0
,"Nevada County, CA",6057,Female,F,2007,2007,White,2106-3,56,47628,117.6,68.1,0
,"Nevada County, CA",6057,Female,F,2008,2008,White,2106-3,49,47814,102.5,60.3,0
,"Nevada County, CA",6057,Female,F,2009,2009,White,2106-3,44,47878,91.9,52.8,0
,"Nevada County, CA",6057,Female,F,2010,2010,White,2106-3,49,47931,102.2,56.2,0
,"Nevada County, CA",6057,Female,F,2011,2011,White,2106-3,45,47867,94.0,51.4,0
,"Nevada County, CA",6057,Female,F,2012,2012,White,2106-3,56,47668,117.5,60.9,0
,"Nevada County, CA",6057,Female,F,2013,2013,White,2106-3,60,47528,126.2,62.6,0
,"Nevada County, CA",6057,Female,F,2014,2014,White,2106-3,44,47938,91.8,53.2,0
,"Nevada County, CA",6057,Female,F,2015,2015,White,2106-3,59,47915,123.1,60.3,0
,"Nevada County, CA",6057,Female,F,2016,2016,White,2106-3,46,48074,95.7,47.0,0
,"Nevada County, CA",6057,Male,M,2006,2006,White,2106-3,45,46536,96.7,75.3,0
,"Nevada County, CA",6057,Male,M,2007,2007,White,2106-3,42,46677,90.0,68.9,0
,"Nevada County, CA",6057,Male,M,2008,2008,White,2106-3,55,46780,117.6,87.4,0
,"Nevada County, CA",6057,Male,M,2009,2009,White,2106-3,42,46915,89.5,65.6,0
,"Nevada County, CA",6057,Male,M,2010,2010,White,2106-3,53,46955,112.9,83.1,0
,"Nevada County, CA",6057,Male,M,2011,2011,White,2106-3,58,46792,124.0,88.2,0
,"Nevada County, CA",6057,Male,M,2012,2012,White,2106-3,47,46566,100.9,70.2,0
,"Nevada County, CA",6057,Male,M,2013,2013,White,2106-3,54,46436,116.3,79.7,0
,"Nevada County, CA",6057,Male,M,2014,2014,White,2106-3,40,46578,85.9,54.9,0
,"Nevada County, CA",6057,Male,M,2015,2015,White,2106-3,71,46579,152.4,96.2,0
,"Nevada County, CA",6057,Male,M,2016,2016,White,2106-3,52,46605,111.6,69.7,0
,"Orange County, CA",6059,Female,F,2006,2006,Asian or Pacific Islander,A-PI,53,271729,19.5,28.7,0
,"Orange County, CA",6059,Female,F,2006,2006,White,2106-3,847,1160873,73.0,62.3,0.003
,"Orange County, CA",6059,Female,F,2007,2007,Asian or Pacific Islander,A-PI,58,279464,20.8,28.3,0
,"Orange County, CA",6059,Female,F,2007,2007,White,2106-3,817,1152516,70.9,59.4,0.003
,"Orange County, CA",6059,Female,F,2008,2008,Asian or Pacific Islander,A-PI,70,288684,24.2,33.2,0
,"Orange County, CA",6059,Female,F,2008,2008,Black or African American,2054-5,12,31670,37.9 (Unreliable),79.3 (Unreliable),0
,"Orange County, CA",6059,Female,F,2008,2008,White,2106-3,880,1155503,76.2,63.2,0.003
,"Orange County, CA",6059,Female,F,2009,2009,Asian or Pacific Islander,A-PI,50,297750,16.8,21.4,0
,"Orange County, CA",6059,Female,F,2009,2009,Black or African American,2054-5,10,32283,31.0 (Unreliable),64.9 (Unreliable),0
,"Orange County, CA",6059,Female,F,2009,2009,White,2106-3,755,1160283,65.1,53.1,0.003
,"Orange County, CA",6059,Female,F,2010,2010,Asian or Pacific Islander,A-PI,59,305152,19.3,24.3,0
,"Orange County, CA",6059,Female,F,2010,2010,White,2106-3,842,1163832,72.3,58.5,0.003
,"Orange County, CA",6059,Female,F,2011,2011,Asian or Pacific Islander,A-PI,74,315710,23.4,27.7,0
,"Orange County, CA",6059,Female,F,2011,2011,White,2106-3,854,1175022,72.7,57.5,0.003
,"Orange County, CA",6059,Female,F,2012,2012,Asian or Pacific Islander,A-PI,74,323761,22.9,25.5,0
,"Orange County, CA",6059,Female,F,2012,2012,White,2106-3,779,1182425,65.9,51.6,0.003
,"Orange County, CA",6059,Female,F,2013,2013,Asian or Pacific Islander,A-PI,94,332714,28.3,30.2,0
,"Orange County, CA",6059,Female,F,2013,2013,White,2106-3,887,1186887,74.7,57.2,0.003
,"Orange County, CA",6059,Female,F,2014,2014,Asian or Pacific Islander,A-PI,79,341756,23.1,23.8,0
,"Orange County, CA",6059,Female,F,2014,2014,White,2106-3,757,1188689,63.7,48.2,0.003
,"Orange County, CA",6059,Female,F,2015,2015,Asian or Pacific Islander,A-PI,96,351539,27.3,26.9,0
,"Orange County, CA",6059,Female,F,2015,2015,White,2106-3,837,1189833,70.3,51.2,0.003
,"Orange County, CA",6059,Female,F,2016,2016,Asian or Pacific Islander,A-PI,109,360835,30.2,27.7,0
,"Orange County, CA",6059,Female,F,2016,2016,Black or African American,2054-5,10,37656,26.6 (Unreliable),37.7 (Unreliable),0
,"Orange County, CA",6059,Female,F,2016,2016,White,2106-3,818,1188607,68.8,50.9,0.003
,"Orange County, CA",6059,Male,M,2006,2006,Asian or Pacific Islander,A-PI,66,251976,26.2,49.4,0
,"Orange County, CA",6059,Male,M,2006,2006,Black or African American,2054-5,13,32833,39.6 (Unreliable),85.6 (Unreliable),0
,"Orange County, CA",6059,Male,M,2006,2006,White,2106-3,627,1150444,54.5,73.2,0.002
,"Orange County, CA",6059,Male,M,2007,2007,Asian or Pacific Islander,A-PI,69,258094,26.7,49.3,0
,"Orange County, CA",6059,Male,M,2007,2007,White,2106-3,636,1142782,55.7,72.3,0.002
,"Orange County, CA",6059,Male,M,2008,2008,Asian or Pacific Islander,A-PI,99,265253,37.3,63.8,0
,"Orange County, CA",6059,Male,M,2008,2008,White,2106-3,658,1146669,57.4,72.3,0.003
,"Orange County, CA",6059,Male,M,2009,2009,Asian or Pacific Islander,A-PI,87,272738,31.9,52.7,0
,"Orange County, CA",6059,Male,M,2009,2009,White,2106-3,659,1151457,57.2,69.8,0.003
,"Orange County, CA",6059,Male,M,2010,2010,Asian or Pacific Islander,A-PI,94,279153,33.7,54.0,0
,"Orange County, CA",6059,Male,M,2010,2010,White,2106-3,605,1154476,52.4,64.2,0.002
,"Orange County, CA",6059,Male,M,2011,2011,Asian or Pacific Islander,A-PI,104,288525,36.0,53.9,0
,"Orange County, CA",6059,Male,M,2011,2011,Black or African American,2054-5,10,36279,27.6 (Unreliable),70.6 (Unreliable),0
,"Orange County, CA",6059,Male,M,2011,2011,White,2106-3,649,1165076,55.7,65.7,0.003
,"Orange County, CA",6059,Male,M,2012,2012,Asian or Pacific Islander,A-PI,113,295438,38.2,51.7,0
,"Orange County, CA",6059,Male,M,2012,2012,White,2106-3,675,1171727,57.6,65.9,0.003
,"Orange County, CA",6059,Male,M,2013,2013,Asian or Pacific Islander,A-PI,108,303511,35.6,47.2,0
,"Orange County, CA",6059,Male,M,2013,2013,Black or African American,2054-5,13,37995,34.2 (Unreliable),52.6 (Unreliable),0
,"Orange County, CA",6059,Male,M,2013,2013,White,2106-3,736,1176414,62.6,70.2,0.003
,"Orange County, CA",6059,Male,M,2014,2014,Asian or Pacific Islander,A-PI,110,311523,35.3,43.0,0
,"Orange County, CA",6059,Male,M,2014,2014,White,2106-3,597,1177870,50.7,55.5,0.002
,"Orange County, CA",6059,Male,M,2015,2015,Asian or Pacific Islander,A-PI,125,319851,39.1,46.0,0
,"Orange County, CA",6059,Male,M,2015,2015,Black or African American,2054-5,12,39437,30.4 (Unreliable),63.2 (Unreliable),0
,"Orange County, CA",6059,Male,M,2015,2015,White,2106-3,688,1179233,58.3,61.5,0.003
,"Orange County, CA",6059,Male,M,2016,2016,Asian or Pacific Islander,A-PI,122,327684,37.2,41.3,0
,"Orange County, CA",6059,Male,M,2016,2016,Black or African American,2054-5,18,40247,44.7 (Unreliable),85.4 (Unreliable),0
,"Orange County, CA",6059,Male,M,2016,2016,White,2106-3,692,1177385,58.8,60.4,0.003
,"Placer County, CA",6061,Female,F,2006,2006,White,2106-3,156,149434,104.4,79.3,0.001
