,Unnamed: 0,Year,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
837,1428,2008,Emphysema (J43),GR113-084,Kern,6029.0,White,2106-3,Female,F,16.0,337972.0,Unreliable
838,1429,2008,Emphysema (J43),GR113-084,Kern,6029.0,White,2106-3,Male,M,14.0,359585.0,Unreliable
839,1430,2008,Emphysema (J43),GR113-084,Los Angeles,6037.0,Black or African American,2054-5,Female,F,11.0,513331.0,Unreliable
840,1431,2008,Emphysema (J43),GR113-084,Los Angeles,6037.0,Black or African American,2054-5,Male,M,15.0,455307.0,Unreliable
841,1432,2008,Emphysema (J43),GR113-084,Los Angeles,6037.0,White,2106-3,Female,F,118.0,3574763.0,3.3
842,1433,2008,Emphysema (J43),GR113-084,Los Angeles,6037.0,White,2106-3,Male,M,104.0,3579835.0,2.9
843,1434,2008,Emphysema (J43),GR113-084,Orange,6059.0,White,2106-3,Female,F,53.0,1155503.0,4.6
844,1435,2008,Emphysema (J43),GR113-084,Orange,6059.0,White,2106-3,Male,M,30.0,1146669.0,2.6
845,1436,2008,Emphysema (J43),GR113-084,Riverside,6065.0,White,2106-3,Female,F,26.0,880988.0,3
846,1437,2008,Emphysema (J43),GR113-084,Riverside,6065.0,White,2106-3,Male,M,23.0,880766.0,2.6
847,1438,2008,Emphysema (J43),GR113-084,Sacramento,6067.0,White,2106-3,Female,F,20.0,490272.0,4.1
848,1439,2008,Emphysema (J43),GR113-084,Sacramento,6067.0,White,2106-3,Male,M,22.0,475189.0,4.6
849,1440,2008,Emphysema (J43),GR113-084,San Bernardino,6071.0,White,2106-3,Female,F,21.0,800558.0,2.6
850,1441,2008,Emphysema (J43),GR113-084,San Bernardino,6071.0,White,2106-3,Male,M,37.0,804129.0,4.6
851,1442,2008,Emphysema (J43),GR113-084,San Diego,6073.0,White,2106-3,Female,F,42.0,1195242.0,3.5
852,1443,2008,Emphysema (J43),GR113-084,San Diego,6073.0,White,2106-3,Male,M,39.0,1217035.0,3.2
853,1444,2008,Emphysema (J43),GR113-084,San Francisco,6075.0,White,2106-3,Female,F,10.0,210086.0,Unreliable
854,1448,2008,Emphysema (J43),GR113-084,Santa Barbara,6083.0,White,2106-3,Female,F,10.0,184079.0,Unreliable
855,1449,2008,Emphysema (J43),GR113-084,Santa Barbara,6083.0,White,2106-3,Male,M,11.0,185278.0,Unreliable
856,1450,2008,Emphysema (J43),GR113-084,Santa Clara,6085.0,White,2106-3,Female,F,23.0,528301.0,4.4
857,1451,2008,Emphysema (J43),GR113-084,Santa Clara,6085.0,White,2106-3,Male,M,23.0,545636.0,4.2
858,1454,2008,Asthma (J45-J46),GR113-085,Fresno,6019.0,White,2106-3,Female,F,10.0,362789.0,Unreliable
859,1455,2008,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,15.0,769526.0,Unreliable
860,1456,2008,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,Black or African American,2054-5,Female,F,13.0,513331.0,Unreliable
861,1457,2008,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,White,2106-3,Female,F,39.0,3574763.0,1.1
862,1458,2008,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,White,2106-3,Male,M,23.0,3579835.0,0.6
863,1459,2008,Asthma (J45-J46),GR113-085,Orange,6059.0,White,2106-3,Female,F,15.0,1155503.0,Unreliable
864,1460,2008,Asthma (J45-J46),GR113-085,Riverside,6065.0,White,2106-3,Male,M,10.0,880766.0,Unreliable
865,1461,2008,Asthma (J45-J46),GR113-085,San Bernardino,6071.0,White,2106-3,Female,F,13.0,800558.0,Unreliable
866,1462,2008,Asthma (J45-J46),GR113-085,San Diego,6073.0,White,2106-3,Female,F,18.0,1195242.0,Unreliable
867,1463,2008,Asthma (J45-J46),GR113-085,San Diego,6073.0,White,2106-3,Male,M,15.0,1217035.0,Unreliable
868,1464,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,19.0,217317.0,Unreliable
869,1465,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,32.0,200956.0,15.9
870,1466,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Female,F,36.0,112156.0,32.1
871,1467,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Male,M,29.0,99138.0,29.3
872,1468,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Female,F,150.0,413139.0,36.3
873,1469,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Male,M,111.0,414505.0,26.8
874,1476,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,11.0,78076.0,Unreliable
875,1477,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,Black or African American,2054-5,Female,F,15.0,57722.0,Unreliable
876,1478,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,Black or African American,2054-5,Male,M,15.0,50521.0,Unreliable
877,1479,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Female,F,181.0,373607.0,48.4
878,1480,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Male,M,148.0,364754.0,40.6
879,1483,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Female,F,151.0,362789.0,41.6
880,1484,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Male,M,113.0,363578.0,31.1
881,1485,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Female,F,42.0,58525.0,71.8
882,1486,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Male,M,37.0,58535.0,63.2
883,1487,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Female,F,15.0,74939.0,Unreliable
884,1488,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Male,M,20.0,77241.0,25.9
885,1489,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,Black or African American,2054-5,Male,M,13.0,31115.0,Unreliable
886,1490,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Female,F,197.0,337972.0,58.3
887,1491,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Male,M,181.0,359585.0,50.3
888,1498,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,89.0,769526.0,11.6
889,1499,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,155.0,687448.0,22.5
890,1500,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Female,F,152.0,513331.0,29.6
891,1501,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Male,M,143.0,455307.0,31.4
892,1502,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Female,F,1121.0,3574763.0,31.4
893,1503,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Male,M,977.0,3579835.0,27.3
894,1519,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,12.0,288684.0,Unreliable
895,1520,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,35.0,265253.0,13.2
896,1521,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Female,F,467.0,1155503.0,40.4
897,1522,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Male,M,321.0,1146669.0,28
898,1526,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,Asian or Pacific Islander,A-PI,Male,M,13.0,69779.0,Unreliable
899,1527,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,Black or African American,2054-5,Male,M,16.0,79410.0,Unreliable
900,1528,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Female,F,439.0,880988.0,49.8
901,1529,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Male,M,396.0,880766.0,45
902,1530,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,19.0,111785.0,Unreliable
903,1531,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Black or African American,2054-5,Female,F,16.0,87223.0,Unreliable
904,1532,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Black or African American,2054-5,Male,M,15.0,83736.0,Unreliable
905,1533,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Female,F,237.0,490272.0,48.3
906,1534,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Male,M,169.0,475189.0,35.6
907,1535,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Asian or Pacific Islander,A-PI,Male,M,12.0,70805.0,Unreliable
908,1536,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Female,F,23.0,106291.0,21.6
909,1537,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Male,M,26.0,100874.0,25.8
910,1538,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Female,F,367.0,800558.0,45.8
911,1539,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Male,M,310.0,804129.0,38.6
912,1540,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,10.0,198600.0,Unreliable
913,1541,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,24.0,177903.0,13.5
914,1542,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Black or African American,2054-5,Female,F,10.0,89284.0,Unreliable
915,1543,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Black or African American,2054-5,Male,M,12.0,99117.0,Unreliable
916,1544,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Female,F,488.0,1195242.0,40.8
917,1545,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Male,M,376.0,1217035.0,30.9
918,1546,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,15.0,149561.0,Unreliable
919,1547,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,38.0,131027.0,29
920,1548,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Black or African American,2054-5,Female,F,11.0,27718.0,Unreliable
921,1549,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Black or African American,2054-5,Male,M,11.0,28809.0,Unreliable
922,1550,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Female,F,55.0,210086.0,26.2
923,1551,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Male,M,66.0,236278.0,27.9
924,1559,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Female,F,67.0,184079.0,36.4
925,1560,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Male,M,52.0,185278.0,28.1
926,1561,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,14.0,297177.0,Unreliable
927,1562,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,25.0,286654.0,8.7
928,1563,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Female,F,174.0,528301.0,32.9
929,1564,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Male,M,138.0,545636.0,25.3
930,1565,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Female,F,29.0,116696.0,24.9
931,1566,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Male,M,23.0,116428.0,19.8
932,1570,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Female,F,46.0,128131.0,35.9
933,1571,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Male,M,57.0,131702.0,43.3
934,1584,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Female,F,138.0,353928.0,39
935,1585,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Male,M,120.0,352444.0,34
936,1590,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,10.0,217317.0,Unreliable
937,1591,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,Black or African American,2054-5,Female,F,12.0,112156.0,Unreliable
938,1592,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Female,F,32.0,413139.0,7.7
939,1593,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Male,M,30.0,414505.0,7.2
940,1596,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Female,F,50.0,373607.0,13.4
941,1597,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Male,M,43.0,364754.0,11.8
942,1598,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Female,F,19.0,362789.0,Unreliable
943,1599,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Male,M,16.0,363578.0,Unreliable
944,1601,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Female,F,36.0,490272.0,7.3
945,1602,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Male,M,49.0,475189.0,10.3
946,1603,2008,Pneumonitis due to solids and liquids (J69),GR113-088,San Bernardino,6071.0,White,2106-3,Male,M,12.0,804129.0,Unreliable
947,1604,2008,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Female,F,42.0,1195242.0,3.5
948,1605,2008,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Male,M,45.0,1217035.0,3.7
949,1609,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Santa Barbara,6083.0,White,2106-3,Female,F,21.0,184079.0,11.4
950,1615,2008,Pneumonitis due to solids and liquids (J69),GR113-088,Ventura,6111.0,White,2106-3,Male,M,14.0,352444.0,Unreliable
951,1616,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Female,F,42.0,413139.0,10.2
952,1617,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Male,M,34.0,414505.0,8.2
953,1620,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Female,F,36.0,373607.0,9.6
954,1621,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Male,M,24.0,364754.0,6.6
955,1622,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Female,F,39.0,362789.0,10.8
956,1623,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Male,M,22.0,363578.0,6.1
957,1624,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Humboldt,6023.0,White,2106-3,Male,M,10.0,58535.0,Unreliable
958,1625,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Female,F,14.0,337972.0,Unreliable
959,1626,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Male,M,29.0,359585.0,8.1
960,1628,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,23.0,769526.0,3
961,1629,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,21.0,687448.0,3.1
962,1630,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Female,F,23.0,513331.0,4.5
963,1631,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Male,M,17.0,455307.0,Unreliable
964,1632,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Female,F,158.0,3574763.0,4.4
965,1633,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Male,M,179.0,3579835.0,5
966,1638,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Female,F,92.0,1155503.0,8
967,1639,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Male,M,74.0,1146669.0,6.5
968,1642,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Female,F,54.0,880988.0,6.1
969,1643,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Male,M,61.0,880766.0,6.9
970,1644,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Female,F,37.0,490272.0,7.5
971,1645,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Male,M,36.0,475189.0,7.6
972,1646,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Female,F,46.0,800558.0,5.7
973,1647,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Male,M,50.0,804129.0,6.2
974,1648,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Female,F,70.0,1195242.0,5.9
975,1649,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Male,M,104.0,1217035.0,8.5
976,1650,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Female,F,18.0,210086.0,Unreliable
977,1651,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Male,M,21.0,236278.0,8.9
978,1657,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Female,F,15.0,184079.0,Unreliable
979,1658,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Male,M,13.0,185278.0,Unreliable
980,1659,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,11.0,297177.0,Unreliable
981,1660,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,11.0,286654.0,Unreliable
982,1661,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Female,F,55.0,528301.0,10.4
983,1662,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Male,M,34.0,545636.0,6.2
984,1665,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Solano,6095.0,White,2106-3,Male,M,14.0,131702.0,Unreliable
985,1671,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Female,F,26.0,353928.0,7.3
986,1672,2008,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Male,M,33.0,352444.0,9.4
987,1673,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,30.0,223847.0,13.4
988,1674,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,32.0,206944.0,15.5
989,1675,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Female,F,17.0,113192.0,Unreliable
990,1676,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Male,M,12.0,100199.0,Unreliable
991,1677,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Female,F,67.0,416165.0,16.1
992,1678,2009,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Male,M,62.0,416940.0,14.9
993,1681,2009,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,11.0,81010.0,Unreliable
994,1682,2009,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Female,F,63.0,376140.0,16.7
995,1683,2009,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Male,M,55.0,367438.0,15
996,1686,2009,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,Asian or Pacific Islander,A-PI,Male,M,11.0,49186.0,Unreliable
997,1687,2009,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Female,F,98.0,366115.0,26.8
998,1688,2009,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Male,M,89.0,366321.0,24.3
999,1689,2009,Influenza and pneumonia (J09-J18),GR113-076,Humboldt,6023.0,White,2106-3,Female,F,13.0,58703.0,Unreliable
1000,1690,2009,Influenza and pneumonia (J09-J18),GR113-076,Imperial,6025.0,White,2106-3,Male,M,13.0,78814.0,Unreliable
1001,1691,2009,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Female,F,75.0,341505.0,22
1002,1692,2009,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Male,M,75.0,363440.0,20.6
1003,1694,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,145.0,781741.0,18.5
1004,1695,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,149.0,695663.0,21.4
1005,1696,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Female,F,124.0,513103.0,24.2
1006,1697,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Male,M,104.0,456284.0,22.8
1007,1698,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Female,F,812.0,3585857.0,22.6
1008,1699,2009,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Male,M,763.0,3591047.0,21.2
1009,1711,2009,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,27.0,297750.0,9.1
1010,1712,2009,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,39.0,272738.0,14.3
1011,1713,2009,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Female,F,227.0,1160283.0,19.6
1012,1714,2009,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Male,M,213.0,1151457.0,18.5
1013,1717,2009,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Female,F,134.0,893141.0,15
1014,1718,2009,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Male,M,126.0,891361.0,14.1
1015,1719,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,19.0,123807.0,Unreliable
1016,1720,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,15.0,115199.0,Unreliable
1017,1721,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Black or African American,2054-5,Female,F,10.0,88899.0,Unreliable
1018,1722,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Black or African American,2054-5,Male,M,11.0,85302.0,Unreliable
1019,1723,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Female,F,115.0,492108.0,23.4
1020,1724,2009,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Male,M,100.0,475970.0,21
1021,1725,2009,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Female,F,76.0,801528.0,9.5
1022,1726,2009,Influenza and pneumonia (J09-J18),GR113-076,San Bernardino,6071.0,White,2106-3,Male,M,84.0,803754.0,10.5
